gene,Relative.Growth.Rate,phenotype,lower,upper,variance,timesAnalysed
PBANKA_131060,0.083912908,Essential,0.037360986,0.130464831,0.00054177,3
PBANKA_131070,0.990358726,Dispensable,0.932287352,1.048430101,0.000843071,1
PBANKA_131080,0.073282861,Essential,-0.029315623,0.175881345,0.002631612,2
PBANKA_131100,0.158695045,Essential,-0.010760042,0.328150131,0.007178757,2
PBANKA_131110,0.095930557,Essential,-0.001899866,0.19376098,0.002392698,2
PBANKA_131140,1.020212758,Dispensable,0.890849405,1.149576112,0.004183719,1
PBANKA_131150,0.993115927,Dispensable,0.857933665,1.12829819,0.004568561,1
PBANKA_131170,0.890574797,Slow,0.796213204,0.984936391,0.002226028,1
PBANKA_131200,0.943889173,Dispensable,0.721768069,1.166010277,0.012334446,2
PBANKA_131230,0.073246379,Essential,-0.135460734,0.281953492,0.010889665,2
PBANKA_131250,0.123262111,Essential,0.061488176,0.185036047,0.000954005,2
PBANKA_131260,1.043415799,Dispensable,0.880079122,1.206752476,0.006669718,1
PBANKA_131270,0.993025839,Dispensable,0.918168067,1.06788361,0.001400921,1
PBANKA_131280,0.929835486,Dispensable,0.714609385,1.145061587,0.011580569,2
PBANKA_131310,0.011776725,Essential,-0.129975177,0.153528626,0.0050234,2
PBANKA_131350,0.163961268,Essential,0.02824541,0.299677125,0.004604698,1
PBANKA_131400,0.177721041,Essential,0.023183992,0.332258089,0.005970425,2
PBANKA_131420,0.924218299,Slow,0.856887066,0.991549532,0.001133374,2
PBANKA_131440,0.049075924,Essential,-0.062731992,0.16088384,0.003125253,2
PBANKA_131450,0.073289989,Essential,0.02310814,0.123471839,0.000629555,2
PBANKA_131460,0.134931418,Essential,0.082442176,0.18742066,0.00068878,2
PBANKA_131480,0.212815826,Essential,0.073726924,0.351904728,0.004836431,3
PBANKA_131490,1.05687763,Dispensable,0.886118623,1.227636637,0.00728966,1
PBANKA_131510,0.872644435,Dispensable,0.702573714,1.042715156,0.007231013,1
PBANKA_131520,0.094700785,Essential,0.060593976,0.128807595,0.000290819,2
PBANKA_131530,1.033186464,Dispensable,0.926349186,1.140023742,0.002853551,1
PBANKA_131540,0.177798035,Slow,0.113858391,0.241737679,0.00102207,3
PBANKA_131600,0.790584274,Slow,0.658689124,0.922479423,0.004349083,2
PBANKA_131610,0.295376473,Slow,0.100054382,0.490698564,0.00953768,2
PBANKA_131620,0.1,Essential,NA,NA,Inf,2
PBANKA_131630,0.408449857,Slow,0.320830297,0.496069417,0.001919297,2
PBANKA_131670,0.595237036,Slow,0.475795372,0.714678699,0.003566578,2
PBANKA_131690,0.693646262,Slow,0.546049435,0.841243089,0.005446206,2
PBANKA_131720,1.029240482,Dispensable,0.864523282,1.193957682,0.006782939,1
PBANKA_131750,0.434246586,Slow,0.366990421,0.501502751,0.001130848,3
PBANKA_131800,0.961467827,Dispensable,0.892517744,1.03041791,0.001188528,4
PBANKA_131810,0.206596412,Essential,0.067180265,0.346012558,0.004859215,3
PBANKA_131820,0.19413242,Essential,-0.016240449,0.404505289,0.011064186,2
PBANKA_131830,0.068286459,Essential,0.023482929,0.113089988,0.000501839,2
PBANKA_131840,0.261712071,Essential,-0.208417862,0.731842004,0.055255538,2
PBANKA_131870,1.010012493,Dispensable,0.825479453,1.194545534,0.008513111,1
PBANKA_131900,0.1,Essential,NA,NA,Inf,2
PBANKA_131910,1.015687604,Dispensable,0.885074149,1.146301059,0.004264969,1
PBANKA_131920,0.141417656,Essential,-0.021188988,0.3040243,0.00661023,2
PBANKA_131930,0.047274955,Essential,-0.014878439,0.10942835,0.000965761,2
PBANKA_131940,0.999561538,Dispensable,0.86680725,1.132315826,0.004405925,1
PBANKA_131950,0.776647644,Dispensable,0.374670941,1.178624347,0.040396317,1
PBANKA_131960,0.136701195,Essential,-0.01722645,0.29062884,0.00592343,2
PBANKA_131970,0.984712301,Dispensable,0.936659528,1.032765073,0.000577267,2
PBANKA_131980,0.169536878,Slow,0.098151843,0.240921912,0.001273956,2
PBANKA_132010,1.022658002,Dispensable,0.792569018,1.252746987,0.013235235,2
PBANKA_132040,0.289836719,Essential,-0.122034254,0.701707692,0.042409425,2
PBANKA_132050,0.269096359,Slow,0.218199811,0.319992906,0.000647615,3
PBANKA_132070,0.061811498,Essential,-0.060843483,0.184466479,0.003761061,3
PBANKA_132090,0.589496559,Slow,0.517866097,0.661127022,0.001282731,2
PBANKA_132100,1.041815907,Dispensable,0.911863575,1.171768238,0.004221902,1
PBANKA_132130,0.077403872,Essential,-0.012132785,0.166940529,0.002004203,2
PBANKA_132170,0.461542567,Slow,0.375743022,0.547342111,0.00184039,3
PBANKA_132200,0.938750683,Dispensable,0.805638773,1.071862593,0.004429695,1
PBANKA_132210,0.661628018,Dispensable,0.206575298,1.116680738,0.051768245,1
PBANKA_132220,0.931945189,Dispensable,0.752006139,1.111884238,0.008094515,1
PBANKA_132230,0.027225159,Essential,-0.185908492,0.240358809,0.011356488,1
PBANKA_132240,0.153546983,Slow,0.118604704,0.188489262,0.000305241,2
PBANKA_132270,0.102979326,Essential,0.025347396,0.180611257,0.001506679,3
PBANKA_132280,0.245629036,Essential,-0.044660143,0.535918216,0.021066952,1
PBANKA_132320,0.963031727,Dispensable,0.840407093,1.085656361,0.0037592,1
PBANKA_132330,0.966120567,Dispensable,0.860075576,1.072165559,0.002811385,1
PBANKA_132360,0.934883503,Dispensable,0.863496157,1.006270849,0.001274038,1
PBANKA_132380,1.003925843,Dispensable,0.853664949,1.154186736,0.005644584,1
PBANKA_132400,0.662846736,Slow,0.495125679,0.830567794,0.007032588,2
PBANKA_132420,0.708870008,Slow,0.537822819,0.879917196,0.007314285,2
PBANKA_132470,0.693292187,Dispensable,0.360678081,1.025906292,0.027658036,2
PBANKA_132530,0.287588353,Slow,0.143447581,0.431729125,0.005194141,2
PBANKA_132560,0.235643417,Essential,0.037564858,0.433721975,0.009808779,2
PBANKA_132610,1.028026106,Dispensable,0.882983196,1.173069017,0.005259361,2
PBANKA_132630,0.054934063,Essential,-0.007705742,0.117573868,0.000980936,3
PBANKA_132640,0.1,Essential,-0.757427369,1.080046369,0.211019359,2
PBANKA_132650,0.092558531,Essential,0.033884423,0.151232639,0.000860663,2
PBANKA_132680,0.128492512,Essential,-0.111917738,0.368902762,0.014449272,3
PBANKA_132690,0.042588154,Essential,-0.009902314,0.095078621,0.000688812,1
PBANKA_132700,0.255816005,Essential,0.082818188,0.428813822,0.007482061,2
PBANKA_132740,0.089672048,Essential,-0.035990352,0.215334448,0.00394776,2
PBANKA_132750,0.066229186,Essential,-0.003169674,0.135628046,0.00120405,2
PBANKA_132760,0.059053869,Essential,-0.086744423,0.20485216,0.005314285,2
PBANKA_132790,0.78638211,Slow,0.690583609,0.882180611,0.002294338,2
PBANKA_132800,0.1,Essential,-0.570081571,2.253083004,0.498141139,3
PBANKA_132810,0.1,Essential,NA,NA,Inf,2
PBANKA_132840,0.182196137,Essential,0.016116865,0.348275408,0.006895581,2
PBANKA_132860,0.094744561,Essential,-0.02006431,0.209553433,0.003295269,2
PBANKA_132870,0.095501756,Essential,-0.026235586,0.217239098,0.003704995,2
PBANKA_132880,0.142538727,Essential,0.066834848,0.218242607,0.001432769,2
PBANKA_132890,0.946799925,Dispensable,0.846524058,1.047075791,0.002513812,1
PBANKA_132900,1.044897305,Dispensable,0.892869159,1.196925452,0.005778139,1
PBANKA_132910,1.005022175,Dispensable,0.93283886,1.07720549,0.001302608,1
PBANKA_132940,1.055995141,Dispensable,0.889981399,1.222008882,0.006890141,1
PBANKA_132950,0.72201383,Slow,0.586311587,0.857716074,0.004603775,1
PBANKA_132960,0.624467709,Slow,0.298823687,0.950111731,0.026511007,2
PBANKA_132970,0.202562141,Essential,-0.116954211,0.522078494,0.025522675,2
PBANKA_132980,0.703158753,Slow,0.569530251,0.836787254,0.004464144,2
PBANKA_133030,0.106430576,Essential,-0.085370084,0.298231236,0.009196873,2
PBANKA_133040,0.944142582,Dispensable,0.831181765,1.057103398,0.003190037,2
PBANKA_133060,0.337831598,Essential,0.074341548,0.601321648,0.017356752,3
PBANKA_133090,0.993191941,Dispensable,0.859177925,1.127205958,0.004489939,2
PBANKA_133140,0.217945903,Essential,0.003611408,0.432280397,0.011484819,2
PBANKA_133180,0.790839441,Slow,0.685097606,0.896581276,0.002795334,1
PBANKA_133200,0.1,Essential,NA,NA,Inf,2
PBANKA_133220,0.072343841,Essential,0.014179191,0.13050849,0.000845782,2
PBANKA_133260,0.094377819,Essential,-0.022370773,0.211126412,0.003407558,2
PBANKA_133270,0.168477988,Essential,0.055078497,0.28187748,0.003214861,3
PBANKA_133280,0.093287879,Essential,-0.080439948,0.267015707,0.007545339,2
PBANKA_133290,0.0697983,Essential,0.015659697,0.123936904,0.000732747,2
PBANKA_133380,0.07415598,Essential,-0.01351459,0.16182655,0.001921532,2
PBANKA_133390,0.180264204,Essential,-0.132787811,0.493316218,0.024500391,1
PBANKA_133400,0.103700034,Essential,-0.214466235,0.421866303,0.025307444,2
PBANKA_133410,0.1,Essential,NA,NA,Inf,2
PBANKA_133430,0.135251348,Essential,-0.03510265,0.305605346,0.007255121,2
PBANKA_133460,0.369191775,Slow,0.254139203,0.484244347,0.003309274,3
PBANKA_133470,0.96463968,Dispensable,0.758237097,1.171042263,0.010650507,1
PBANKA_133490,1.018574164,Dispensable,0.831744876,1.205403452,0.008726296,1
PBANKA_133500,1.055490233,Dispensable,0.86910255,1.241877916,0.008685092,1
PBANKA_133530,0.1,Essential,NA,NA,Inf,2
PBANKA_133560,0.942602477,Dispensable,0.784056506,1.101148447,0.006284206,1
PBANKA_133580,0.987994891,Dispensable,0.891153001,1.084836782,0.002344588,2
PBANKA_133630,0.075374634,Essential,-0.033658941,0.18440821,0.00297208,2
PBANKA_133650,1.000837741,Dispensable,0.730562653,1.271112828,0.018262156,2
PBANKA_133660,1.002594798,Dispensable,0.893021925,1.112167671,0.003001554,2
PBANKA_133680,NA,Insufficient data,NA,NA,Inf,1
PBANKA_133690,0.96718033,Dispensable,0.834691584,1.099669076,0.004388317,2
PBANKA_133700,0.073065094,Essential,-0.337162989,0.483293177,0.04207177,2
PBANKA_133710,0.125741219,Essential,-0.175650137,0.427132575,0.022709187,3
PBANKA_133720,0.936835431,Dispensable,0.802416766,1.071254096,0.004517094,1
PBANKA_133730,0.820236054,Slow,0.741049535,0.899422573,0.001567626,2
PBANKA_133740,0.099042999,Essential,-0.110572472,0.30865847,0.010984661,2
PBANKA_133750,NA,Insufficient data,NA,NA,Inf,2
PBANKA_133760,0.099176069,Essential,-0.112030816,0.310382955,0.011152087,3
PBANKA_133810,1.051136862,Dispensable,0.869791275,1.23248245,0.008221556,1
PBANKA_133820,0.969987599,Dispensable,0.878134343,1.061840855,0.002109255,1
PBANKA_133830,0.03326799,Essential,-0.006220864,0.072756844,0.000389842,2
PBANKA_133840,0.197746382,Essential,0.030306704,0.36518606,0.007009011,2
PBANKA_133870,0.020374553,Essential,-0.076821687,0.117570792,0.002361777,1
PBANKA_133880,0.1,Essential,-0.690538194,1.794515738,0.385968315,2
PBANKA_133890,0.108486776,Essential,-0.055380287,0.272353839,0.006713104,3
PBANKA_133930,0.817899041,Dispensable,0.385866393,1.24993169,0.046663052,2
PBANKA_133950,0.894073492,Dispensable,0.73439242,1.053754564,0.006374511,1
PBANKA_133990,0.284928311,Essential,0.063800281,0.506056342,0.012224401,2
PBANKA_134000,0.089983557,Essential,-0.324343859,0.504310973,0.042916802,3
PBANKA_134010,0.04570682,Essential,-0.03116247,0.122576109,0.001477222,2
PBANKA_134020,0.36832381,Slow,0.233813442,0.502834179,0.00452326,3
PBANKA_134040,1.019274427,Dispensable,0.918677969,1.119870885,0.002529912,1
PBANKA_134050,0.54157443,Slow,0.351686441,0.731462419,0.009014362,2
PBANKA_134100,0.054570386,Essential,-0.14423686,0.253377632,0.00988108,2
PBANKA_134120,0.395782551,Slow,0.224523042,0.567042059,0.007332455,2
PBANKA_134150,0.048358498,Essential,-0.034847163,0.13156416,0.001730796,2
PBANKA_134160,0.056692067,Essential,-0.031769626,0.14515376,0.001956368,2
PBANKA_134180,0.1,Essential,NA,NA,Inf,2
PBANKA_134230,0.940519813,Dispensable,0.857155852,1.023883774,0.001737387,1
PBANKA_134240,0.1,Essential,-0.137239795,1.01227326,0.082586267,2
PBANKA_134250,0.930718696,Dispensable,0.660353577,1.201083815,0.018274324,2
PBANKA_134280,0.411369546,Slow,0.332408806,0.490330286,0.0015587,2
PBANKA_134300,0.878589144,Slow,0.770932783,0.986245505,0.002897473,1
PBANKA_134340,0.722518198,Slow,0.474324735,0.970711661,0.015399999,2
PBANKA_134350,0.603374723,Dispensable,0.18106723,1.025682216,0.044585905,2
PBANKA_134360,0.073416874,Essential,-0.033925589,0.180759337,0.002880601,2
PBANKA_134380,0.967606778,Dispensable,0.853859553,1.081354003,0.003234608,1
PBANKA_134400,0.211503481,Essential,0.014299873,0.408707088,0.009722316,3
PBANKA_134420,0.995824642,Dispensable,0.913538936,1.078110347,0.001692734,1
PBANKA_134430,0.042342857,Essential,-0.168701318,0.253387033,0.011134911,2
PBANKA_134450,0.131494378,Essential,-0.272670478,0.535659235,0.040837308,2
PBANKA_134490,0.109832384,Essential,0.0704947,0.149170068,0.000386863,3
PBANKA_134530,0.174847545,Essential,-0.032231715,0.381926804,0.010720455,1
PBANKA_134540,0.038779199,Essential,-0.05344398,0.131002378,0.002126279,2
PBANKA_134560,0.145525706,Essential,-0.046816968,0.337868379,0.009248926,2
PBANKA_134570,0.200215682,Essential,-0.056246972,0.456678337,0.016443273,2
PBANKA_134580,0.863373784,Slow,0.776066974,0.950680594,0.00190562,2
PBANKA_134600,1.019420448,Dispensable,0.962282684,1.076558212,0.000816181,1
PBANKA_134610,0.797953991,Dispensable,0.459639426,1.136268556,0.028614186,1
PBANKA_134620,0.257473873,Essential,-0.146429271,0.661377017,0.040784437,2
PBANKA_134630,1.02252216,Dispensable,0.916727634,1.128316687,0.00279812,1
PBANKA_134640,0.749406804,Slow,0.685410712,0.813402896,0.001023875,3
PBANKA_134650,1.009608158,Dispensable,0.95289814,1.066318175,0.000804007,1
PBANKA_134660,0.1,Essential,NA,NA,Inf,2
PBANKA_134670,0.1,Essential,NA,NA,Inf,2
PBANKA_134680,0.1,Essential,-0.416420179,1.087610196,0.141381711,2
PBANKA_134700,0.115164308,Essential,-0.048898807,0.279227422,0.006729176,3
PBANKA_134720,0.710641418,Slow,0.630024137,0.791258698,0.001624786,2
PBANKA_134780,0.077436922,Essential,-0.775246415,0.930120258,0.181767218,2
PBANKA_134790,0.22908644,Essential,-0.010442523,0.468615403,0.014343531,3
PBANKA_134800,0.99258909,Dispensable,0.911488529,1.073689652,0.001644325,2
PBANKA_134810,1.051213261,Dispensable,0.891161931,1.211264591,0.006404107,1
PBANKA_134820,0.351525266,Essential,-0.026443183,0.729493716,0.035715037,2
PBANKA_134830,0.116001134,Essential,0.014620566,0.217381702,0.002569505,2
PBANKA_134840,0.1,Essential,-0.242177589,1.671920358,0.228985684,3
PBANKA_134940,1.010757295,Dispensable,0.877062559,1.14445203,0.004468571,1
PBANKA_134950,0.111303956,Essential,0.03838051,0.184227403,0.001329457,2
PBANKA_134970,0.949146156,Dispensable,0.778853454,1.119438857,0.007249901,2
PBANKA_134980,0.945236432,Dispensable,0.770736138,1.119736725,0.007612588,2
PBANKA_134990,0.064437219,Essential,-0.064577778,0.193452216,0.004161217,2
PBANKA_135040,0.376832769,Essential,-0.034817261,0.788482799,0.042363937,2
PBANKA_135060,0.053226382,Essential,-0.007853226,0.114305991,0.00093268,2
PBANKA_135070,0.014786455,Essential,-0.018429959,0.048002868,0.000275833,2
PBANKA_135080,0.04987071,Essential,0.008860577,0.090880843,0.000420458,3
PBANKA_135090,0.149099834,Essential,0.00840119,0.289798478,0.004949027,2
PBANKA_135110,0.13645364,Essential,0.038095464,0.234811815,0.002418583,3
PBANKA_135120,0.957277994,Dispensable,0.808381171,1.106174817,0.005542566,1
PBANKA_135150,0.244576905,Essential,0.02196016,0.467193649,0.012389554,4
PBANKA_135160,0.057042984,Essential,0.022807076,0.091278892,0.000293024,1
PBANKA_135180,0.058961615,Essential,-0.047285868,0.165209097,0.002822132,3
PBANKA_135190,0.048480723,Essential,0.006910359,0.090051086,0.000432024,2
PBANKA_135200,0.128790046,Essential,0.021512122,0.23606797,0.002877138,3
PBANKA_135210,0.971467925,Dispensable,0.834450693,1.108485156,0.00469343,1
PBANKA_135240,0.0237463,Essential,-0.047549577,0.095042176,0.001270776,2
PBANKA_135250,1.045844383,Dispensable,0.888481995,1.203206771,0.00619073,1
PBANKA_135260,1.000627529,Dispensable,0.958021639,1.043233419,0.000453815,4
PBANKA_135330,0.906391333,Slow,0.855779398,0.957003268,0.000640392,1
PBANKA_135350,0.239019842,Essential,-0.148522446,0.62656213,0.037547256,2
PBANKA_135380,1.030555159,Dispensable,0.975948398,1.085161921,0.000745475,1
PBANKA_135400,0.021061208,Essential,-0.101979391,0.144101807,0.003784747,3
PBANKA_135410,0.1,Essential,NA,NA,Inf,2
PBANKA_135440,0.0488198,Essential,-0.072440126,0.170079727,0.003675992,2
PBANKA_135460,0.98216823,Dispensable,0.787999715,1.176336745,0.009425353,1
PBANKA_135470,0.1,Essential,-0.116561212,1.073775077,0.08855628,2
PBANKA_135510,0.295871308,Essential,-0.083663132,0.675405749,0.036011598,2
PBANKA_135520,0.152508995,Essential,-0.094802241,0.399820232,0.015290712,2
PBANKA_135570,0.267457875,Essential,0.013984943,0.520930806,0.016062132,2
PBANKA_135580,0.041492413,Essential,-0.284440546,0.367425373,0.026558074,2
PBANKA_135590,0.944448141,Dispensable,0.77883607,1.110060212,0.00685684,1
PBANKA_135610,0.083489002,Essential,0.010805502,0.156172502,0.001320723,3
PBANKA_135620,0.793528143,Slow,0.643881221,0.943175065,0.00559855,1
PBANKA_135630,0.074774735,Essential,-0.036240704,0.185790174,0.003081107,2
PBANKA_135640,0.831047699,Dispensable,0.663036196,0.999059202,0.007056966,2
PBANKA_135660,0.808794817,Slow,0.739755891,0.877833742,0.001191593,1
PBANKA_135690,0.205922948,Essential,0.068623044,0.343222852,0.004712816,3
PBANKA_135720,0.238928395,Essential,-0.022283859,0.500140649,0.01705796,3
PBANKA_135740,0.16518085,Slow,0.118500278,0.211861422,0.000544769,3
PBANKA_135750,0.99898073,Dispensable,0.803128577,1.194832883,0.009589516,2
PBANKA_135770,0.166800419,Essential,0.065711015,0.267889823,0.002554767,2
PBANKA_135780,0.618166043,Slow,0.286576485,0.949755601,0.027487909,2
PBANKA_135790,1.020092024,Dispensable,0.864245036,1.175939012,0.006072071,1
PBANKA_135800,0.753743622,Slow,0.561937161,0.945550083,0.00919743,1
PBANKA_135810,0.133522282,Essential,0.092075417,0.174969146,0.000429461,3
PBANKA_135820,0.968858059,Dispensable,0.829572081,1.108144037,0.004850146,1
PBANKA_135830,0.1,Essential,NA,NA,Inf,2
PBANKA_135840,0.04758352,Essential,-0.01067579,0.105842831,0.000848537,3
PBANKA_135860,0.305396821,Slow,0.249912312,0.360881331,0.000769633,2
PBANKA_135870,0.949653041,Dispensable,0.795416927,1.103889156,0.005947195,1
PBANKA_135880,0.1,Essential,NA,NA,Inf,2
PBANKA_135890,1.001942711,Dispensable,0.907896155,1.095989267,0.002211189,1
PBANKA_135900,0.143323469,Essential,0.006136347,0.280510591,0.004705077,2
PBANKA_135910,0.087754086,Essential,-0.089292366,0.264800537,0.007836362,2
PBANKA_135920,0.675535531,Dispensable,0.302769752,1.04830131,0.034738581,1
PBANKA_135940,0.665986776,Slow,0.553014525,0.778959027,0.003190682,1
PBANKA_135960,0.945036976,Dispensable,0.857856092,1.03221786,0.001900127,2
PBANKA_135970,0.981440263,Dispensable,0.920848799,1.042031727,0.000917831,2
PBANKA_136000,0.554798924,Slow,0.490230976,0.619366872,0.001042255,4
PBANKA_136030,0.846261826,Slow,0.726179202,0.96634445,0.003604959,1
PBANKA_136040,1.073769402,Dispensable,0.920446827,1.227091977,0.005876953,1
PBANKA_136050,0.566103793,Slow,0.34055531,0.791652276,0.01271803,3
PBANKA_136110,0.088711342,Essential,-0.512473722,0.689896407,0.090355871,2
PBANKA_136150,0.911542627,Dispensable,0.69339256,1.129692694,0.011897363,2
PBANKA_136180,0.971584116,Dispensable,0.779287332,1.1638809,0.009244513,2
PBANKA_136190,0.923861119,Dispensable,0.789492529,1.058229709,0.00451373,2
PBANKA_136200,0.1,Essential,NA,NA,Inf,2
PBANKA_136210,0.971220037,Slow,0.948263517,0.994176557,0.00013175,9
PBANKA_136230,0.044533679,Essential,-0.172360035,0.261427393,0.011760721,2
PBANKA_136260,0.13814207,Essential,-0.029951727,0.306235868,0.007063881,3
PBANKA_136270,0.130283481,Essential,0.080485796,0.180081165,0.000619952,2
PBANKA_136320,0.735642587,Slow,0.618902036,0.852383139,0.003407089,2
PBANKA_136330,0.186505989,Essential,0.025527471,0.347484506,0.006478521,2
PBANKA_136370,0.978593534,Dispensable,0.932133944,1.025053124,0.000539623,2
PBANKA_136410,0.963245196,Dispensable,0.818568303,1.10792209,0.005232851,1
PBANKA_136420,0.055455515,Essential,-0.016249751,0.12716078,0.001285411,1
PBANKA_136440,0.891488845,Slow,0.831976766,0.951000924,0.000885422,2
PBANKA_136480,0.073795764,Essential,-0.015043143,0.162634671,0.001973088,3
PBANKA_136540,0.015941793,Essential,-0.018430093,0.050313679,0.000295357,2
PBANKA_090020,0.940788998,Dispensable,0.769853381,1.111724616,0.007304746,1
PBANKA_090040,0.871144862,Slow,0.765417259,0.976872465,0.002794582,2
PBANKA_090050,0.254531233,Slow,0.127427275,0.381635191,0.004038854,1
PBANKA_140010,0.27670952,Essential,-0.324332172,0.877751213,0.090312779,2
PBANKA_140020,0.803293301,Slow,0.673241302,0.933345299,0.004228381,2
PBANKA_140040,0.950743429,Dispensable,0.802369796,1.099117062,0.005503684,2
PBANKA_140060,0.280353628,Essential,0.013044985,0.54766227,0.017863478,2
PBANKA_140070,0.830326086,Dispensable,0.59811794,1.062534232,0.013480156,2
PBANKA_140120,0.17651637,Essential,0.01386948,0.33916326,0.006613503,2
PBANKA_140130,0.022114496,Essential,-0.010297672,0.054526664,0.000262637,2
PBANKA_140140,0.067811476,Essential,0.031681935,0.103941016,0.000326336,2
PBANKA_140160,0.540887961,Slow,0.528876955,0.552898967,3.61E-05,58
PBANKA_140170,0.990506593,Dispensable,0.911403896,1.069609291,0.001564309,1
PBANKA_140210,0.057717405,Essential,0.018779761,0.096655049,0.000379035,2
PBANKA_140220,0.068528874,Essential,0.018407263,0.118650486,0.000628044,2
PBANKA_140240,0.981886205,Dispensable,0.865138794,1.098633616,0.00340749,1
PBANKA_140250,0.112794001,Essential,-0.502857758,0.72844576,0.094756772,3
PBANKA_140260,0.1,Essential,NA,NA,Inf,2
PBANKA_140270,0.959068176,Dispensable,0.85657886,1.061557492,0.002626015,1
PBANKA_140300,0.903117354,Dispensable,0.708885097,1.097349612,0.009431542,1
PBANKA_140310,0.26565335,Slow,0.1654122,0.365894501,0.002512072,2
PBANKA_140320,0.178723828,Essential,-0.071900205,0.429347862,0.015703102,3
PBANKA_140330,0.660579111,Slow,0.353718131,0.967440091,0.023540915,2
PBANKA_140340,0.110755695,Essential,-0.104406197,0.325917586,0.01157366,2
PBANKA_140350,0.079682422,Essential,-0.062198592,0.221563437,0.005032556,2
PBANKA_140370,0.089747537,Essential,0.015490785,0.16400429,0.001378516,2
PBANKA_140390,0.04135997,Essential,-0.027138614,0.109858554,0.001173014,2
PBANKA_140400,0.996123022,Dispensable,0.894575047,1.097670997,0.002577998,1
PBANKA_140410,0.768034925,Slow,0.683977571,0.85209228,0.00176641,1
PBANKA_140430,1.026295981,Dispensable,0.879947955,1.172644006,0.005354436,1
PBANKA_140440,1.053042771,Dispensable,0.944222544,1.161862998,0.00296046,1
PBANKA_140450,0.935184559,Slow,0.880799357,0.989569761,0.000739438,1
PBANKA_140460,0.07470889,Essential,-0.001824661,0.15124244,0.001464346,2
PBANKA_140470,0.174912736,Essential,0.062330369,0.287495103,0.003168697,2
PBANKA_140480,0.922716118,Dispensable,0.817807679,1.027624556,0.002751445,1
PBANKA_140490,0.183666092,Essential,-0.048411662,0.415743846,0.013465021,2
PBANKA_140500,1.001978844,Dispensable,0.870745278,1.133212409,0.004305562,1
PBANKA_140510,0.1,Essential,-1.253247322,1.81293375,0.587591648,2
PBANKA_140520,1.053412372,Dispensable,0.912166347,1.194658397,0.00498761,1
PBANKA_140530,0.072850034,Essential,-0.068807715,0.214507783,0.005016729,2
PBANKA_140540,0.179194935,Essential,-0.10662944,0.46501931,0.020423893,2
PBANKA_140550,0.1,Essential,-0.031101228,1.225198899,0.098643126,2
PBANKA_140560,0.122889305,Essential,0.041498566,0.204280044,0.001656113,2
PBANKA_140570,0.064907396,Essential,-0.011622052,0.141436845,0.001464189,2
PBANKA_140580,0.054112732,Essential,0.019157802,0.089067663,0.000305462,3
PBANKA_140610,0.168910266,Essential,-0.0891245,0.426945031,0.016645485,2
PBANKA_140660,0.983455797,Dispensable,0.889618742,1.077292852,0.002201348,1
PBANKA_140670,0.1,Essential,-0.107308142,1.326331364,0.12845764,2
PBANKA_140680,0.028802321,Essential,-0.030350861,0.087955502,0.000874775,2
PBANKA_140690,0.082756285,Essential,-0.012481821,0.177994391,0.002267574,2
PBANKA_140700,0.679622053,Dispensable,0.326284626,1.032959481,0.031211834,2
PBANKA_140780,0.049756275,Essential,-0.003549764,0.103062314,0.000710383,2
PBANKA_140790,0.941803693,Dispensable,0.807243922,1.076363465,0.004526583,2
PBANKA_140800,0.083824905,Essential,-0.065778065,0.233427874,0.005595262,2
PBANKA_140810,0.13677211,Essential,0.022881815,0.250662406,0.00324275,2
PBANKA_140820,0.076833753,Essential,0.038997325,0.114670182,0.000357899,2
PBANKA_140830,0.096194623,Essential,0.025414852,0.166974393,0.001252444,2
PBANKA_140840,0.146531631,Essential,0.086686692,0.20637657,0.000895354,2
PBANKA_140860,1.078634311,Dispensable,0.91539521,1.241873411,0.006661751,2
PBANKA_140890,0.689129341,Slow,0.473558688,0.904699995,0.011617677,2
PBANKA_140900,0.937724996,Dispensable,0.819072509,1.056377483,0.003519603,1
PBANKA_140910,0.226798426,Essential,0.000909416,0.452687437,0.012756461,2
PBANKA_140920,1.060123071,Dispensable,0.973120458,1.147125683,0.001892364,2
PBANKA_140940,0.237156157,Slow,0.117119835,0.35719248,0.00360218,2
PBANKA_140950,0.116551949,Essential,-0.027201461,0.260305359,0.005166261,2
PBANKA_140960,1.017978055,Dispensable,0.965970083,1.069986028,0.000676207,1
PBANKA_140970,0.09147556,Essential,-0.090383815,0.273334935,0.008268208,2
PBANKA_140980,0.853090754,Slow,0.720017574,0.986163934,0.004427118,1
PBANKA_140990,0.071140035,Essential,-0.141647937,0.283928007,0.01131968,2
PBANKA_141000,0.1,Essential,NA,NA,Inf,2
PBANKA_141010,0.095885773,Essential,0.011154937,0.180616608,0.001794829,2
PBANKA_141020,1.043277523,Dispensable,0.933201722,1.153353324,0.003029171,1
PBANKA_141030,0.319700147,Essential,-0.076704979,0.716105272,0.039284256,3
PBANKA_141040,0.06317325,Essential,0.011546611,0.114799889,0.000666327,2
PBANKA_141050,0.907175825,Dispensable,0.761262579,1.053089072,0.005322669,2
PBANKA_141060,0.737711828,Slow,0.627774176,0.84764948,0.003021572,1
PBANKA_141070,0.077450618,Essential,0.037705669,0.117195568,0.000394915,2
PBANKA_141090,0.107010849,Essential,0.031338182,0.182683516,0.001431588,3
PBANKA_141110,0.551914272,Slow,0.471933068,0.631895476,0.001599248,2
PBANKA_141120,0.216068213,Slow,0.134923143,0.297213284,0.001646131,2
